time,x,y,z
161392,-.214,-.084,.075
161410,-.108,-.072,.087
161433,.062,-.016,.113
161450,.063,.006,.122
161476,-.067,-.015,.113
161493,-.122,-.026,.099
161510,-.025,-.009,.097
161536,.063,.024,.116
161548,.001,.018,.135
161570,-.121,-.002,.126
161587,-.148,-.001,.118
161605,-.087,.017,.120
161626,-.034,.024,.115
161648,-.034,.024,.107
161664,-.050,.029,.114
161685,-.054,.020,.130
161703,-.055,.004,.133
161723,-.080,-.004,.118
161743,-.089,-.033,.111
161765,-.032,-.005,.113
161783,-.026,-.017,.100
161849,-.043,-.023,.085
161850,-.040,-.015,.074
161860,-.018,-.004,.047
161887,-.037,-.006,.033
161898,-.042,-.011,.027
161917,-.006,-.006,.015
161936,.017,-.005,.011
161956,-.015,-.016,.009
161978,-.026,-.034,-.001
161996,.029,-.035,-.003
162016,.067,-.027,.003
162037,.035,-.037,-.003
162059,-.051,-.051,-.023
162074,-.095,-.051,-.033
162100,-.077,-.027,-.033
162117,-.040,-.020,-.036
162131,-.018,-.018,-.050
162151,-.026,-.015,-.049
162174,-.045,-.015,-.044
162191,-.044,-.021,-.051
162216,-.015,-.001,-.042
162230,-.001,.002,-.024
162257,-.009,-.009,-.020
162269,-.023,-.020,-.017
162294,-.029,-.015,-.014
162307,-.054,-.005,-.016
162332,-.067,.002,-.024
162353,-.004,.026,-.031
162367,.030,.045,-.030
162388,-.016,.029,-.024
162405,-.051,.021,-.027
162424,-.053,.020,-.030
162444,-.048,.012,-.022
162468,-.007,.034,-.016
162490,-.017,.021,-.022
162501,-.031,.032,-.019
162526,-.051,.033,-.011
162548,-.066,.032,-.027
162560,-.055,.034,-.046
162580,-.016,.039,-.050
162599,-.000,.043,-.055
162618,-.055,.026,-.066
162638,-.084,.010,-.078
162659,-.022,.018,-.073
162677,.018,.032,-.064
162694,-.007,.015,-.052
162716,-.026,-.002,-.050
162737,-.037,-.012,-.053
162756,-.021,-.021,-.050
162806,.017,-.021,-.025
162807,.023,-.026,-.003
162841,-.023,-.045,.003
162842,-.060,-.060,.009
162854,-.066,-.061,.016
162873,-.020,-.044,.020
162895,.027,-.018,.038
162913,.018,-.010,.054
162932,-.000,-.018,.050
162950,-.005,-.015,.056
162976,.007,-.012,.075
162987,.017,-.021,.066
163014,.019,-.020,.058
163029,.016,-.016,.065
163055,.005,-.016,.056
163070,.011,-.009,.036
163095,.033,.000,.032
163112,.028,.004,.019
163125,-.004,-.002,-.005
163146,.007,-.001,-.023
163166,.059,.012,-.042
163184,.076,.013,-.057
163203,.052,.004,-.066
163223,.027,-.011,-.080
163244,.018,-.015,-.090
163269,.016,-.011,-.088
163285,.022,-.006,-.078
163300,.024,-.002,-.067
163321,.039,-.006,-.050
163346,.059,-.002,-.036
163365,.054,.001,-.030
163384,.019,-.009,-.023
163402,.019,.000,-.017
163417,.057,.021,-.017
163442,.062,.034,-.007
163456,.043,.038,-.001
163481,.022,.037,-.013
163504,-.009,.042,-.022
163515,-.028,.046,-.019
163534,-.016,.054,-.025
163555,.013,.062,-.030
163580,-.000,.060,-.027
163600,-.027,.050,-.034
163613,-.022,.053,-.034
163632,.010,.049,-.028
163653,.015,.046,-.036
163672,-.031,.029,-.040
163689,-.058,.016,-.036
163710,-.033,.015,-.033
163730,-.016,.013,-.039
163751,-.029,.004,-.040
163821,-.054,-.006,-.036
163830,-.034,-.022,-.012
163847,-.072,-.038,-.006
163865,-.070,-.045,-.007
163883,-.047,-.034,-.003
163907,-.055,-.029,.000
163927,-.055,-.024,-.003
163947,-.015,-.020,-.009
163966,.039,-.023,-.003
163985,.061,-.039,.011
164008,.029,-.057,.019
164030,-.018,-.084,.034
164046,-.051,-.100,.053
164068,-.044,-.098,.066
164082,.002,-.072,.078
164101,.024,-.050,.088
164125,.012,-.045,.086
164140,.010,-.040,.076
164166,.017,-.034,.083
164180,.068,-.021,.092
164198,.132,-.011,.081
164217,.142,-.018,.067
164244,.094,-.033,.061
164263,.066,-.038,.048
164279,.094,-.024,.016
164295,.143,-.006,.003
164316,.176,.007,-.003
164334,.139,.005,-.009
164360,.062,-.001,-.008
164376,.060,.002,-.018
164396,.129,.028,-.036
164419,.179,.039,-.047
164431,.199,.035,-.050
164451,.189,.034,-.053
164470,.162,.028,-.051
164487,.155,.018,-.049
164509,.195,.009,-.051
164534,.231,-.009,-.058
164548,.223,-.018,-.050
164573,.183,-.016,-.033
164587,.162,-.020,-.005
164608,.186,-.010,.013
164634,.162,.006,.028
164647,.051,.000,.045
164666,-.021,-.001,.044
164684,.039,.026,.030
164705,.153,.061,.011
164721,.162,.071,-.033
164746,.050,.040,-.077
164810,-.022,.012,-.094
164811,-.007,.020,-.106
164822,-.009,.026,-.090
164839,.024,.033,-.074
164863,.060,.046,-.071
164884,.026,.033,-.082
164900,-.061,.001,-.102
164918,-.104,-.017,-.117
164937,-.067,-.010,-.130
164961,-.003,.002,-.128
164977,.011,.016,-.116
164995,-.042,.021,-.111
165015,-.100,.015,-.119
165034,-.086,.015,-.119
165062,-.018,.023,-.104
165076,.027,.020,-.078
165101,.012,.001,-.066
165120,-.042,-.027,-.058
165134,-.092,-.046,-.041
165153,-.124,-.046,-.013
165171,-.141,-.043,.022
165202,-.119,-.039,.049
165211,-.069,-.023,.070
165232,-.025,.002,.086
165251,-.053,.013,.088
165277,-.114,.012,.070
165290,-.152,.023,.028
165315,-.143,.046,-.007
165332,-.094,.073,-.038
165352,-.049,.095,-.072
165373,-.094,.100,-.088
165385,-.315,.111,-.083
165413,-.927,.142,-.077
165425,-2.358,.247,-.078
165445,-4.759,.202,-.082
165464,-8.042,.002,-.086
165482,-11.995,-.464,-.090
165504,-15.823,-.881,.020
165527,-18.638,-1.078,.159
165549,-19.025,-1.324,.264
165568,-17.263,-1.295,.428
165581,-12.806,-.459,.476
165607,-5.190,.097,-.046
165625,1.978,-.139,-.459
165640,6.694,-.120,-.811
165664,8.756,.397,-.653
165678,10.701,.958,-.166
165699,13.648,1.268,.019
165724,18.891,.193,-.772
165791,22.544,-1.228,-1.665
165805,6.302,.252,.037
165821,-4.099,-.015,.119
165852,-10.010,-.432,-.014
165864,-12.517,-.988,.318
165907,-13.511,-.775,.642
165943,-19.762,-.810,.622
165967,-19.231,-1.396,.676
165974,-17.760,-1.632,.804
165976,-13.782,-1.008,.676
166054,-4.980,-.497,.176
166115,6.554,.586,.047
166121,7.247,.699,.468
166134,13.148,.584,-.243
166145,14.981,-.156,-.663
166167,16.372,-.197,-1.026
166188,16.535,.483,-1.052
166210,14.394,.965,-.730
166224,8.746,1.170,-.415
166243,1.301,.888,-.330
166263,-4.457,-.189,-.176
166289,-5.383,-1.153,.374
166308,-1.943,-.511,.186
166322,1.814,.254,-.481
166352,2.838,.704,-.194
166361,1.455,.593,.380
166387,-.601,-.106,.326
166400,-1.444,-.505,.019
166421,-.899,-.356,-.172
166438,.018,-.043,-.050
166460,.382,.070,.176
166484,.201,-.038,.118
166497,-.083,-.159,-.051
166517,-.185,-.188,-.030
166543,-.130,-.160,.056
166556,-.075,-.143,.044
166582,-.082,-.138,.017
166596,-.125,-.125,.037
166620,-.168,-.109,.050
166634,-.171,-.077,.055
166653,-.131,-.045,.066
166679,-.067,-.004,.059
166700,-.038,.011,.056
166720,-.064,.010,.071
166774,-.109,-.004,.078
166776,-.125,-.020,.088
166777,-.142,-.020,.103
166792,-.141,-.029,.113
166813,-.108,-.043,.098
166831,-.089,-.045,.085
166848,-.081,-.054,.092
166870,-.072,-.054,.083
166894,-.045,-.050,.069
166910,-.009,-.037,.066
166929,-.001,-.017,.066
166948,-.021,-.017,.054
166966,-.039,-.023,.037
166986,-.016,-.021,.010
167002,-.027,-.012,-.008
167026,-.072,-.013,-.014
167046,-.097,-.013,-.027
167064,-.049,-.011,-.016
167085,.029,.002,.020
167102,.085,.009,.044
167125,.072,.002,.050
167142,.005,-.016,.056
167161,-.023,-.032,.021
167180,.027,-.044,-.030
167199,.074,-.050,-.013
167218,.066,-.060,.032
167245,.015,-.073,.066
167258,-.049,-.089,.086
167277,-.116,-.081,.088
167298,-.130,-.055,.104
167318,-.075,-.016,.111
167346,.001,.033,.111
167355,.029,.082,.110
167381,.006,.104,.096
167400,-.051,.110,.071
167413,-.076,.121,.052
167441,-.043,.138,.025
167454,-.001,.155,-.011
167478,.021,.152,-.057
167497,.010,.137,-.102
167516,.011,.112,-.129
167534,.018,.104,-.135
167552,.017,.087,-.126
167577,.026,.056,-.126
167590,.066,.032,-.139
167614,.099,.017,-.140
167636,.083,-.004,-.135
167647,.057,-.029,-.119
167674,.071,-.048,-.091
167690,.101,-.056,-.066
167778,.091,-.077,-.045
167786,-.018,-.111,.014
167789,.002,-.095,.014
167802,.052,-.072,.021
167822,.104,-.045,.026
167844,.149,-.031,.027
167867,.149,-.022,.034
167881,.106,-.034,.036
167909,.087,-.048,.020
167920,.084,-.059,.006
167944,.057,-.055,.009
167959,.008,-.044,.015
167977,-.003,-.033,.022
167999,.034,-.009,.043
168017,.085,.021,.059
168039,.095,.050,.058
168057,.061,.054,.042
168076,.045,.054,.024
168098,.073,.055,-.003
168116,.100,.059,-.025
168136,.084,.043,-.031
168156,.049,.020,-.036
168176,.039,.006,-.053
168196,.056,.005,-.062
168213,.072,-.009,-.053
168240,.079,-.017,-.045
168252,.082,-.023,-.051
168280,.072,-.027,-.055
168293,.063,-.026,-.050
168310,.079,-.021,-.034
168330,.110,-.009,-.022
168349,.115,-.001,-.019
168374,.079,-.002,-.022
168388,.080,.007,-.024
168407,.133,.024,-.020
168434,.177,.039,-.012
168446,.157,.038,-.002
168471,.093,.023,.002
168491,.038,.020,.010
168506,.024,.018,.024
168532,.039,.015,.022
168546,.038,.027,.026
168563,.018,.042,.052
168584,.008,.051,.077
168601,.028,.062,.077
168621,.035,.055,.044
168644,.001,.043,.009
168668,-.033,.031,-.001
168723,-.000,.033,-.003
168724,.069,.039,-.006
168766,.022,.005,.005
168778,.015,-.026,.006
168797,.034,-.022,.032
168817,.019,-.020,.058
168835,-.009,-.022,.070
168856,.004,-.011,.070
168885,.026,.007,.063
168898,.027,.016,.056
168923,.021,.022,.061
168935,.011,.023,.063
168953,-.011,.018,.054
168973,-.021,.017,.054
168992,-.018,.023,.061
169015,-.015,.034,.060
169034,-.025,.038,.050
169051,-.026,.042,.041
169070,-.011,.045,.021
169089,-.020,.044,-.007
169110,-.037,.039,-.024
169132,-.026,.039,-.039
169146,.007,.040,-.050
169169,.030,.038,-.055
169187,.045,.027,-.049
169211,.056,.006,-.042
169230,.057,-.010,-.040
169246,.049,-.032,-.034
169267,.030,-.048,-.028
169283,.017,-.056,-.018
169307,.012,-.054,-.002
169324,.019,-.049,.006
169344,.011,-.035,.003
169368,-.011,-.031,-.003
169387,-.016,-.015,.008
169408,-.000,.012,.030
169422,.016,.038,.039
169444,.038,.056,.049
169460,.052,.070,.056
169485,.055,.078,.048
169499,.024,.082,.025
169520,-.010,.072,.005
169538,.027,.079,-.016
169563,.085,.090,-.028
169578,.111,.087,-.028
169596,.110,.070,-.029
169621,.095,.055,-.036
169645,.085,.040,-.049
169657,.084,.032,-.060
169707,.096,.013,-.060
169708,.112,-.001,-.056
169753,.107,-.007,-.049
169761,.052,-.026,-.036
169773,.059,-.026,-.038
169793,.054,-.027,-.034
169811,.022,-.024,-.036
169828,-.004,-.017,-.034
169849,.004,-.006,-.034
169867,.012,.009,-.034
169890,-.000,.018,-.030
169910,-.016,.031,-.023
169929,-.026,.032,-.019
169947,-.028,.033,-.018
169967,-.020,.035,-.019
169990,-.009,.039,-.030
170005,-.009,.037,-.035
170026,-.021,.031,-.035
170045,-.044,.021,-.040
170064,-.064,.015,-.035
170083,-.048,.015,-.038
170104,-.006,.020,-.045
170126,-.014,.024,-.046
170145,-.067,.015,-.044
170163,-.084,.006,-.044
170182,-.039,.011,-.047
170200,-.011,.017,-.055
170224,-.026,.005,-.055
170238,-.031,-.004,-.055
170259,-.005,-.005,-.046
170279,.002,-.010,-.034
170301,-.025,-.022,-.030
170318,-.051,-.034,-.024
170337,-.044,-.032,-.019
170362,-.033,-.024,-.027
170376,-.055,-.024,-.036
170402,-.097,-.024,-.040
170421,-.095,-.011,-.033
170433,-.050,.010,-.024
170455,.008,.032,-.018
170474,.039,.042,-.011
170493,.021,.031,-.009
170520,-.007,.012,-.017
170532,-.004,.009,-.013
170550,.005,-.001,-.008
170575,.001,-.007,-.008
170592,-.007,-.017,-.006
170611,-.011,-.024,-.002
170630,.012,-.021,-.001
170652,.024,-.018,-.002
170731,.022,-.022,.016
170746,.041,-.028,.088
170767,.016,-.035,.088
170784,-.004,-.035,.078
170812,-.009,-.031,.081
170825,-.000,-.023,.093
170843,.008,-.005,.093
170863,.005,.009,.088
170881,-.020,.010,.089
170909,-.021,.021,.089
170923,-.000,.037,.081
170943,.022,.046,.069
170960,.022,.045,.059
170981,-.005,.035,.053
171008,-.020,.028,.044
171021,-.025,.021,.042
171046,-.021,.020,.043
171058,-.007,.018,.021
171076,-.001,.026,-.001
171098,-.011,.032,-.012
171117,-.009,.032,-.025
171140,.010,.038,-.045
171157,.026,.043,-.057
171175,.027,.042,-.075
171193,.026,.034,-.097
171215,.021,.028,-.116
171236,.011,.015,-.130
171255,.006,-.001,-.146
171274,.008,-.006,-.160
171292,.013,-.011,-.170
171313,.017,-.020,-.183
171331,.018,-.026,-.196
171352,-.004,-.039,-.190
171373,.001,-.042,-.192
171390,.029,-.032,-.192
171416,.019,-.031,-.176
171432,-.010,-.029,-.161
171450,-.005,-.015,-.146
171469,.021,.000,-.123
171494,.040,.010,-.116
171513,.024,.007,-.117
171526,.008,.009,-.111
171546,.024,.016,-.099
171571,.039,.024,-.089
171591,.048,.031,-.077
171606,.051,.037,-.084
171624,.078,.050,-.118
171682,.102,.076,-.163
171707,.111,.123,-.193
171712,.138,.137,-.204
171722,.164,.136,-.194
171743,.150,.125,-.163
171765,.065,.099,-.132
171783,-.007,.064,-.097
171800,-.048,.050,-.049
171825,-.264,.062,.011
171844,-1.153,.183,.061
171857,-3.065,.307,.099
171883,-5.842,.276,.097
171898,-8.948,-.029,.097
171923,-12.259,-.428,.224
171944,-15.933,-.323,.478
171955,-18.585,-.357,.603
171979,-18.993,-.759,.677
171995,-17.157,-.812,.958
172020,-11.918,-.338,1.055
172040,-3.566,-.378,.348
172053,3.051,-.461,-.222
172077,6.888,.088,-.628
172091,8.459,.716,-.458
172111,9.253,.811,-.013
172131,10.031,.872,.032
172153,12.931,.966,-.209
172173,16.047,-.275,-.429
172193,18.029,-.907,-1.092
172225,18.736,.465,-1.606
172239,15.693,1.352,-1.191
172281,8.174,.831,-.440
172334,-6.356,-.211,-.051
172339,-7.298,-.871,.661
172357,-7.396,.178,.064
172391,-11.500,.120,.039
172410,-16.308,-.365,.009
172411,-19.812,-1.373,.185
172472,-20.243,-1.526,.644
172474,-17.132,-.754,.787
172507,-1.773,-.572,-.514
172508,5.220,-.451,-.540
172518,8.603,-.024,-.476
172541,9.281,.458,-.574
172560,9.053,.602,-.332
172584,8.954,.648,-.011
172604,10.116,.678,-.005
172616,12.849,-.397,-.310
172698,14.496,-.921,-.837
172699,15.262,1.112,-.970
172706,10.882,1.356,-.602
172716,3.675,1.240,-.465
172734,-3.053,.268,-.653
172754,-5.390,-1.139,.011
172776,-3.042,-.567,.406
172794,1.019,.177,-.261
172814,2.981,.701,-.477
172834,2.132,.776,.024
172860,-.039,.127,.203
172869,-1.344,-.475,.163
172890,-1.051,-.453,.109
172916,-.075,-.173,.028
172935,.393,.011,.142
172954,.144,-.048,.248
172973,-.302,-.180,.162
172989,-.484,-.213,.059
173007,-.376,-.160,.075
173032,-.237,-.116,.118
173052,-.194,-.115,.118
173067,-.211,-.123,.130
173091,-.244,-.129,.168
173111,-.271,-.137,.201
173123,-.280,-.128,.224
173142,-.263,-.125,.257
173163,-.243,-.117,.281
173185,-.221,-.108,.300
173205,-.218,-.105,.326
173223,-.231,-.117,.346
173243,-.227,-.121,.352
173262,-.182,-.116,.368
173281,-.128,-.104,.363
173301,-.108,-.101,.315
173318,-.094,-.103,.263
173340,-.087,-.076,.228
173362,-.083,-.048,.187
173378,-.043,-.022,.125
173397,.028,.004,.060
173417,.098,.026,.043
173434,.181,.028,.039
173455,.228,.010,.011
173482,.222,-.015,.009
173496,.176,-.044,.032
173524,.131,-.067,.016
173535,.062,-.068,-.020
173553,-.026,-.057,-.020
173575,-.055,-.028,-.009
173602,.044,.012,-.011
173644,.155,.065,-.009
173645,.143,.094,.002
173682,.060,.082,-.014
173683,.006,.062,-.052
173687,.002,.049,-.060
173710,.044,.053,-.061
173731,.076,.053,-.068
173751,.066,.046,-.062
173770,.080,.029,-.052
173795,.101,.020,-.040
173812,.104,.013,-.012
173834,.077,.001,.006
173846,.054,-.018,.009
173865,.039,-.027,.013
173884,.023,-.038,.010
173903,.002,-.049,.004
173922,-.017,-.046,.005
173943,-.006,-.031,.011
173963,.028,-.016,.020
173987,.068,-.004,.020
174006,.071,.001,.016
174022,.018,-.010,.028
174041,.017,-.024,.034
174065,.069,-.021,.027
174082,.085,-.016,.028
174098,.046,-.017,.031
174130,.026,-.028,.022
174140,.043,-.022,.020
174158,.098,-.016,.027
174178,.128,-.016,.022
174195,.090,-.015,.010
174218,.029,-.021,.004
174237,.027,-.022,.000
174256,.082,.001,-.013
174276,.105,.016,-.030
174294,.087,.013,-.052
174317,.093,.010,-.071
174335,.139,.021,-.062
174355,.186,.031,-.036
174370,.181,.028,-.017
174391,.109,.023,-.005
174414,.046,.021,-.002
174432,.071,.033,-.006
174451,.122,.066,-.011
174477,.100,.072,-.018
174489,.022,.054,-.047
174515,-.036,.044,-.071
174528,-.005,.055,-.072
174552,.062,.067,-.061
174568,.078,.067,-.066
174593,.028,.044,-.075
174655,-.015,.027,-.067
174661,.034,.033,-.063
174668,.035,.034,-.042
174682,.032,.035,-.022
174703,.033,.028,-.017
174723,.023,.012,-.007
174758,.007,-.001,.015
174763,-.016,-.012,.032
174788,-.031,-.020,.038
174802,-.031,-.027,.044
174819,-.012,-.031,.053
174838,.012,-.034,.049
174861,-.000,-.033,.052
174877,-.037,-.038,.059
174898,-.038,-.033,.050
174916,-.011,-.024,.042
174937,-.001,-.012,.053
174957,-.020,-.007,.060
174977,-.031,-.004,.056
174996,-.014,.007,.052
175015,.008,.022,.044
175037,-.005,.029,.031
175055,-.032,.023,.024
175074,-.033,.028,.022
175095,-.016,.050,.015
175113,-.187,.116,.010
175139,-1.359,.448,-.009
175151,-4.411,.748,-.086
175171,-9.238,.378,-.360
175191,-14.436,-.729,-.646
175215,-18.309,-1.003,-.364
175230,-20.347,-.669,.358
175250,-19.928,-.453,.673
175269,-17.389,-.597,.596
175288,-11.629,-.616,.353
175307,-3.816,-.679,.111
175325,3.047,-.643,-.190
175349,6.431,-.156,-.432
175366,5.994,.343,-.418
175387,5.628,.487,-.165
175408,7.527,.663,.042
175427,11.287,1.068,.170
175446,16.339,.621,-.084
175466,19.904,-.578,-.746
175531,21.842,-.451,-1.608
175588,.566,.384,-.559
175595,-8.953,-.235,-.292
175597,-14.166,-1.038,.231
175599,-16.158,-1.649,.825
175620,-17.064,-.783,.865
175701,-18.415,-.442,.477
175711,-18.039,-.684,.176
175767,-7.294,-.805,.049
175773,.116,-.798,-.253
175808,4.881,.453,-.562
175811,3.582,.238,-.361
175837,4.832,.126,.047
175854,11.653,.864,.032
175871,14.617,.613,-.477
175894,15.760,.034,-.689
175911,15.546,-.209,-.760
175932,13.628,.496,-.827
175951,10.591,.740,-.604
175969,6.495,.464,-.244
175996,2.564,.415,-.040
176011,-.240,.186,.052
176033,-1.422,-.120,.083
176055,-.929,-.138,-.005
176076,.517,.117,-.129
176089,1.536,.336,-.034
176108,1.335,.329,.109
176126,.347,.132,.126
176145,-.457,-.086,.065
176172,-.446,-.115,.022
176182,.055,-.017,.019
176202,.331,.050,.044
176224,.173,.017,.056
176251,-.102,-.050,.054
176263,-.199,-.070,.059
176283,-.106,-.060,.074
176302,-.021,-.039,.089
176321,-.097,-.034,.093
176342,-.221,-.045,.105
176361,-.301,-.040,.119
176379,-.335,-.028,.132
176400,-.339,-.029,.143
176420,-.293,-.024,.133
176437,-.175,-.007,.110
176458,-.077,.007,.097
176479,-.082,.010,.083
176498,-.146,-.010,.069
176517,-.166,-.023,.065
176538,-.127,-.022,.070
176558,-.071,-.020,.076
176633,-.070,-.038,.070
176634,-.130,-.062,.059
176642,-.137,-.077,.044
176654,-.061,-.071,.030
176671,.012,-.054,.017
176692,.041,-.059,.009
176712,.007,-.072,.000
176732,-.020,-.079,-.006
176750,-.021,-.077,.003
176785,-.009,-.067,.016
176791,.022,-.066,.011
176809,.063,-.054,.014
176830,.104,-.042,.027
176848,.080,-.033,.033
176877,.018,-.044,.032
176886,-.005,-.050,.017
176913,.018,-.042,.021
176931,.049,-.038,.039
176946,.045,-.046,.047
176966,.034,-.049,.037
176984,-.004,-.048,.026
177003,-.029,-.043,.015
177024,-.014,-.034,.003
177048,.012,-.022,-.020
177071,.026,-.013,-.036
177083,.005,-.012,-.042
177100,-.015,-.020,-.040
177128,-.015,-.027,-.031
177140,-.000,-.021,-.014
177164,.006,-.022,.006
177180,-.003,-.027,.027
177198,-.004,-.034,.045
177219,-.003,-.037,.047
177241,-.010,-.044,.045
177257,-.027,-.048,.052
177277,-.049,-.043,.065
177302,-.064,-.034,.070
177315,-.043,-.021,.077
177343,-.006,.000,.075
177362,-.003,.007,.060
177377,-.043,.009,.042
177393,-.061,.006,.028
177414,-.025,.009,.020
177432,.017,.017,.016
177452,.026,.016,.011
177471,.010,.001,.004
177492,.002,-.006,-.006
177510,-.000,-.009,-.009
177531,.004,-.004,-.019
177550,.027,.007,-.047
177615,.035,.013,-.069
177628,.027,.005,-.094
177649,.011,.004,-.096
177670,-.010,-.004,-.093
177687,-.016,-.007,-.093
177706,.012,-.006,-.083
177724,.046,.001,-.063
177744,.085,.001,-.044
177772,.106,-.002,-.029
177783,.084,-.018,-.024
177802,.043,-.044,-.018
177830,-.004,-.056,-.017
177849,-.039,-.067,-.012
177864,-.036,-.066,.004
177879,.004,-.054,.013
177902,.035,-.035,.010
177921,.013,-.031,.014
177942,-.025,-.028,.015
177960,-.022,-.015,.030
177981,.029,.006,.052
178002,.071,.015,.055
178017,.060,.005,.039
178042,.019,-.010,.036
178063,-.016,-.020,.031
178076,-.022,-.027,.017
178101,.001,-.023,.009
178114,.017,-.020,.009
178135,.016,-.022,.006
178156,.008,-.023,-.001
178174,-.005,-.028,-.009
178199,-.010,-.027,-.009
178213,.006,-.018,-.008
178232,.007,-.010,-.013
178257,-.012,-.012,-.014
178273,.006,-.012,-.018
178296,.028,-.006,-.024
178311,.006,-.010,-.018
178330,-.031,-.022,-.022
178354,-.027,-.031,-.028
178367,-.009,-.020,-.022
178387,-.018,-.020,-.016
178412,-.032,-.022,-.020
178435,-.014,-.010,-.018
178445,.006,.004,-.011
178468,.016,.015,-.016
178485,.012,.018,-.027
178503,-.000,.022,-.025
178528,.004,.017,-.017
178597,.015,.017,-.024
178599,.012,.012,-.028
178610,-.007,.001,-.011
178620,-.026,-.004,-.011
178642,.004,-.004,-.014
178661,.050,.007,-.022
178680,.057,.013,-.024
178700,.029,.010,-.025
178718,.017,.009,-.024
178738,.034,.016,-.022
178758,.056,.028,-.022
178777,.033,.026,-.031
178797,.002,.021,-.041
178814,.011,.023,-.047
178842,.038,.026,-.049
178861,.050,.017,-.050
178883,.054,.009,-.062
178895,.038,.000,-.066
178913,.019,-.010,-.060
178936,.006,-.016,-.056
178961,-.028,-.002,-.044
178973,-.310,.060,-.034
178992,-1.511,.297,-.040
179012,-4.120,.436,-.057
179038,-7.590,.134,-.152
179060,-10.947,-.501,-.196
179074,-14.022,-.533,-.074
179096,-17.211,-.342,.135
179108,-18.583,-.616,.352
179135,-18.581,-.745,.568
179150,-16.355,-.462,1.001
179180,-9.361,.233,.888
179186,-.139,.112,.056
179207,5.792,.117,-.510
179227,8.195,.853,-.690
179246,8.692,1.065,-.256
179266,9.158,.878,.148
179290,10.256,.728,.089
179310,13.454,.652,-.221
179321,16.064,-.739,-.609
179344,18.066,-.702,-1.142
179362,18.030,.963,-1.250
179389,12.782,1.823,-.782
179401,3.219,1.019,-.385
179427,-5.557,-.005,-.243
179481,-10.822,-.913,.418
179482,-13.570,-1.378,1.160
179488,-17.225,-.825,1.083
179586,-19.587,-.843,.458
179601,-18.969,-1.195,.241
179607,-16.557,-1.239,.414
179611,-12.464,-.652,.469
179612,-5.356,-.287,-.150
179616,2.363,-.583,-.408
179684,6.763,.362,-.553
179709,8.497,.943,.372
179765,11.953,.839,-.071
179767,14.195,.175,-.394
179775,15.439,-.244,-.713
179777,15.623,.408,-.879
179791,14.171,1.157,-.790
179810,9.721,1.225,-.586
179832,3.494,1.008,-.397
179851,-1.972,.282,-.138
179870,-4.199,-.640,.355
179888,-2.803,-.494,.334
179907,.256,.043,-.238
179927,2.210,.500,-.217
179946,1.946,.611,.253
179965,.294,.222,.279
179987,-1.058,-.241,.069
180005,-1.092,-.296,.028
180023,-.252,-.076,.049
180046,.383,.095,.115
180065,.331,.067,.157
180085,-.055,-.053,.132
180104,-.242,-.121,.127
180124,-.116,-.095,.146
180142,.018,-.060,.164
180162,-.018,-.075,.169
180182,-.106,-.105,.153
180200,-.092,-.110,.137
180226,-.017,-.079,.119
180247,-.018,-.055,.091
180257,-.097,-.046,.071
180276,-.137,-.039,.059
180304,-.072,-.021,.044
180322,.013,-.007,.030
180341,.055,-.013,.015
180357,.039,-.037,.004
180378,-.011,-.061,-.007
180401,-.040,-.082,-.024
180422,-.014,-.081,-.020
180432,.026,-.065,.002
180453,.026,-.066,.006
180475,.006,-.071,.000
180495,.024,-.064,-.001
180542,.059,-.048,-.011
180583,.039,-.038,-.013
180593,.088,-.017,-.005
180611,.145,.004,-.005
180631,.122,.007,.003
180649,.100,-.001,.011
180669,.134,.002,.027
180688,.120,.016,.043
180706,.071,.004,.047
180728,.045,-.010,.042
180861,.023,.001,.041
180863,.090,.035,.047
180865,.033,.028,.038
180866,-.004,.022,.022
180908,.026,.034,.017
180911,.054,.049,.022
180927,.054,.051,.014
180943,.038,.046,.003
180961,.040,.029,.003
180981,.061,.021,.006
181007,.071,.012,.009
181019,.052,.004,.010
181039,.037,-.005,.017
181059,.044,-.007,.032
181077,.049,-.001,.042
181098,.030,.006,.044
181117,-.014,.023,.045
181141,-.021,.038,.034
181155,.038,.067,.005
181175,.110,.101,-.014
181194,.107,.114,-.011
181213,.048,.092,-.005
181240,.011,.068,-.009
181259,.018,.056,-.005
181275,.021,.050,.014
181291,-.005,.029,.014
181311,-.016,.013,.011
181331,.006,.007,.017
181357,.034,.011,.016
181371,.018,.007,-.007
181390,-.022,.002,-.018
181411,-.042,-.005,-.018
181432,-.026,-.004,-.034
181447,-.006,.006,-.050
181474,-.017,.007,-.050
181497,-.039,-.004,-.053
181508,-.031,-.010,-.056
181527,-.001,-.012,-.045
181543,-.004,-.023,-.036
181563,-.040,-.043,-.041
181585,-.056,-.057,-.052
181603,-.029,-.060,-.053
181629,.010,-.053,-.055
181642,.006,-.059,-.061
181663,-.028,-.067,-.067
181682,-.021,-.072,-.061
181702,.006,-.065,-.064
181721,.011,-.061,-.062
181741,.005,-.054,-.061
181761,.013,-.044,-.056
181780,.022,-.035,-.035
181798,.027,-.034,-.013
181820,.035,-.031,-.018
181837,.018,-.031,-.035
181859,-.023,-.038,-.039
181877,-.049,-.040,-.036
181906,-.017,-.031,-.031
181937,.019,-.010,-.019
181956,.026,.011,-.003
181974,.027,.013,.003
181993,.026,.009,.005
182019,.007,.004,.000
182032,-.006,-.004,-.013
182053,-.001,.004,-.030
